annual_income,interest_rate,employment_length_years,num_delinquencies_2yr,months_since_oldest_account,num_open_accounts,loan_amount,dti_ratio,months_since_last_delinquency,pct_accounts_current,high_earner_low_stability_flag,loan_to_income_ratio,debt_servicing_stress_index,delinquency_concentration,default_flag,data_split,pred_prob
52489.5,12.22,7.4,0,170.0,8,6680.0,0.203,-1.0,64.6,0,0.12726354794768477,2.4806600000000003,0.0,0,test,0.07160261692358515
184311.0,8.72,11.1,0,169.0,9,10353.0,0.252,71.0,74.7,0,0.0561713625339779,2.1974400000000003,0.0,0,test,0.02246121576097885
20095.0,13.07,5.5,0,228.0,10,4985.0,0.179,68.0,94.1,0,0.2480716596168201,2.33953,0.0,1,test,0.1393477695665201
101528.0,5.51,4.4,1,50.0,14,16876.0,0.05,38.0,85.1,0,0.16622015601607437,0.2755,0.02,0,train,0.28879842234144737
181673.0,10.4,0.1,2,206.0,8,23691.0,0.273,9.0,78.2,1,0.1304046280955343,2.8392000000000004,0.009708737864077669,0,train,0.09848678891570231
74904.0,11.2,5.1,0,151.0,7,7852.0,0.103,-1.0,84.6,0,0.10482751254939657,1.1536,0.0,0,train,0.04306286636325616
36953.0,9.08,7.4,1,255.0,4,9371.0,0.182,5.0,80.3,0,0.253592401158228,1.65256,0.00392156862745098,0,train,0.11462677892053617
51580.0,12.57,2.0,0,90.0,8,5681.0,0.305,-1.0,78.8,0,0.11013958898797983,3.83385,0.0,0,train,0.1798716044307538
26941.0,14.36,2.7,0,131.0,9,4725.0,0.252,-1.0,89.8,0,0.17538324486841617,3.6187199999999997,0.0,0,train,0.14315070783876005
81627.0,9.49,7.3,1,304.0,7,23885.0,0.148,1.0,82.1,0,0.2926115133472993,1.40452,0.003289473684210526,0,train,0.022210441196001768
25142.0,13.45,9.3,0,274.0,5,5340.0,0.349,23.0,63.3,0,0.21239360432742024,4.69405,0.0,0,train,0.14262239305638985
120904.0,13.14,8.8,3,218.0,0,6381.0,0.128,1.0,84.1,0,0.05277741017666909,1.68192,0.013761467889908258,1,train,0.0978488553571054
18740.0,10.75,3.0,0,219.0,13,5962.0,0.147,40.0,91.6,0,0.3181430096051227,1.58025,0.0,0,train,0.41156616097856463
47243.0,10.26,3.8,0,157.0,11,10803.0,0.232,-1.0,80.3,0,0.2286687974938086,2.38032,0.0,0,train,0.0885651254442588
50110.0,16.29,4.6,1,153.0,8,18600.0,0.235,14.0,81.6,0,0.3711833965276392,3.8281499999999995,0.006535947712418301,1,train,0.1509737602599475
63217.0,6.53,4.4,0,145.0,10,17363.0,0.212,-1.0,94.0,0,0.274657133366025,1.38436,0.0,0,train,0.03545422375363931
32935.0,13.43,2.7,0,193.0,12,6316.0,0.332,18.0,82.8,0,0.1917716714741157,4.45876,0.0,0,train,0.1895141415497714
19897.0,14.98,1.6,1,26.0,10,5331.0,0.532,6.0,94.7,0,0.2679298386691461,7.969360000000001,0.038461538461538464,1,train,0.7295385397649593
72963.0,11.21,15.0,0,341.0,9,9834.0,0.181,-1.0,83.3,0,0.1347806422433288,2.02901,0.0,0,test,0.021749687200081927
59148.0,9.56,6.6,0,192.0,7,7117.0,0.09,-1.0,92.5,0,0.12032528572394671,0.8604,0.0,1,train,0.026241642968128583
112453.0,7.52,16.2,0,200.0,7,11567.0,0.226,-1.0,70.8,0,0.10286075071363147,1.69952,0.0,0,test,0.01672235955736845
10719.0,12.79,8.2,1,321.0,9,5228.0,0.308,3.0,74.3,0,0.487732064558261,3.9393199999999995,0.003115264797507788,0,train,0.2393713697410202
143132.0,7.78,2.9,0,133.0,3,11088.0,0.18,-1.0,76.9,1,0.07746695358130956,1.4004,0.0,0,test,0.046068348677077924
31224.0,7.1,8.9,0,281.0,11,8315.0,0.281,-1.0,87.1,0,0.2663015629003331,1.9951,0.0,0,train,0.061373616351545805
42857.0,12.39,1.9,0,88.0,2,6443.0,0.233,23.0,55.1,0,0.1503371677905593,2.8868700000000005,0.0,1,train,0.34753762240524994
41425.0,10.58,3.4,0,248.0,7,17798.0,0.298,-1.0,71.0,0,0.4296439348219674,3.15284,0.0,0,test,0.0735988239322583
70473.0,7.49,9.2,0,177.0,8,22835.0,0.131,-1.0,96.4,0,0.3240248038255786,0.9811900000000001,0.0,0,train,0.017532376783416497
71776.0,9.36,12.8,0,191.0,10,7490.0,0.159,-1.0,80.9,0,0.10435242978154258,1.48824,0.0,0,train,0.024846551169956942
41303.0,19.2,7.7,4,217.0,13,13035.0,0.185,1.0,58.8,0,0.3155945088734475,3.552,0.018433179723502304,0,train,0.4551777734804936
42625.0,11.47,4.4,1,141.0,10,7503.0,0.169,8.0,76.3,0,0.1760234604105572,1.9384300000000003,0.0070921985815602835,0,train,0.15539180830878094
79407.0,11.32,6.0,2,47.0,6,12466.0,0.24,2.0,84.1,0,0.15698867857997406,2.7168,0.0425531914893617,0,train,0.3070741786237727
21450.0,14.67,9.7,0,351.0,9,11229.0,0.21,-1.0,99.5,0,0.5234965034965035,3.0806999999999998,0.0,0,train,0.09872253282970782
30710.0,12.08,3.9,0,217.0,8,8955.0,0.154,-1.0,65.6,0,0.29159882774340606,1.86032,0.0,0,train,0.09430690652440797
72292.0,10.0,4.4,0,141.0,6,4492.0,0.161,-1.0,59.6,0,0.0621368892823549,1.61,0.0,0,train,0.054181529717634805
82893.0,9.0,0.0,0,177.0,9,16277.0,0.068,-1.0,84.2,0,0.1963615745599749,0.6120000000000001,0.0,0,train,0.044004765320369385
41695.0,15.08,8.1,2,159.0,7,6978.0,0.224,12.0,80.4,0,0.16735819642643002,3.37792,0.012578616352201259,0,train,0.20193118902445611
61227.0,10.72,5.9,0,171.0,14,8618.0,0.255,-1.0,89.4,0,0.14075489571594232,2.7336,0.0,0,train,0.1202767707421825
46986.0,11.73,1.8,2,182.0,9,16878.0,0.299,1.0,72.3,0,0.35921338270974335,3.50727,0.01098901098901099,0,test,0.16219589756741876
22602.0,8.45,0.0,0,48.0,5,3873.0,0.213,-1.0,94.8,0,0.17135651712237854,1.7998499999999997,0.0,0,train,0.2787577951841811
53001.0,10.33,16.8,0,32.0,0,8680.0,0.237,-1.0,90.8,0,0.1637704948963227,2.44821,0.0,0,train,0.10281468208453944
69237.0,11.53,1.6,3,27.0,8,14326.0,0.135,-1.0,70.0,0,0.20691248898710227,1.55655,0.1111111111111111,1,train,0.2788366563736449
55320.0,9.74,23.6,2,233.0,15,17353.0,0.29,33.0,86.9,0,0.31368402024584235,2.8245999999999998,0.008583690987124463,0,train,0.20631395691323529
27625.0,11.38,1.4,0,106.0,6,9700.0,0.209,-1.0,89.9,0,0.351131221719457,2.37842,0.0,0,train,0.1841975833881958
30640.0,10.98,1.4,0,23.0,5,9557.0,0.176,-1.0,94.4,0,0.31191253263707575,1.93248,0.0,0,train,0.20424098417554962
54886.0,14.76,18.6,4,143.0,7,12317.0,0.131,14.0,70.9,0,0.224410596509128,1.93356,0.027972027972027972,0,test,0.22939628486128955
60561.0,13.87,4.0,0,128.0,4,7633.0,0.369,-1.0,88.0,0,0.12603820940869537,5.11803,0.0,0,train,0.11725899960680146
99147.0,9.05,5.7,0,95.0,5,11618.0,0.355,-1.0,85.6,0,0.11717954148890032,3.21275,0.0,0,train,0.049561468376837836
77130.0,12.36,9.7,3,227.0,8,12657.0,0.125,1.0,85.3,0,0.16409957215091403,1.545,0.013215859030837005,0,train,0.0556560702570475
66639.0,9.39,17.3,0,273.0,9,13025.0,0.263,1.0,56.6,0,0.1954561142874293,2.46957,0.0,0,train,0.02448845926484809
71042.0,11.31,6.7,0,210.0,2,13547.0,0.143,-1.0,91.1,0,0.19069001435770389,1.61733,0.0,0,test,0.05158511386460748
32714.0,12.25,3.1,0,105.0,7,10119.0,0.205,58.0,84.9,0,0.3093171119398423,2.51125,0.0,0,train,0.12913060269974105
57274.0,9.94,13.4,0,46.0,7,9269.0,0.221,3.0,85.1,0,0.16183608618221182,2.1967399999999997,0.0,0,train,0.10490171584605752
51376.0,13.7,8.5,3,137.0,4,12344.0,0.106,85.0,59.7,0,0.24026782933665525,1.4522,0.021897810218978103,0,train,0.33645179047495377
52489.5,12.62,0.0,0,19.0,11,10063.0,0.166,26.0,70.1,0,0.19171453338286704,2.09492,0.0,1,train,0.3325088274894607
35759.0,18.91,4.3,4,229.0,8,16277.0,0.402,1.0,65.7,0,0.45518610699404344,7.601820000000001,0.017467248908296942,1,train,0.24513650024461883
79151.0,12.58,8.4,0,69.0,12,13627.0,0.162,-1.0,73.6,0,0.17216459678336343,2.03796,0.0,0,train,0.09021922704178026
210332.0,9.79,4.7,0,126.0,8,27450.0,0.199,1.0,75.4,0,0.13050795884601488,1.94821,0.0,0,train,0.03078612358032276
115232.0,6.65,11.1,0,247.0,5,15790.0,0.074,-1.0,94.3,0,0.1370279089141905,0.4921,0.0,0,train,0.012318467337099908
65925.0,7.33,1.1,1,28.0,9,7473.0,0.053,27.0,85.3,0,0.11335608646188851,0.38849,0.03571428571428571,0,train,0.1952958217673915
35855.0,17.64,6.9,2,206.0,5,6523.0,0.383,27.0,45.7,0,0.18192720680518756,6.75612,0.009708737864077669,0,train,0.28795298190354546
35711.0,11.71,5.7,0,78.0,6,7128.0,0.272,32.0,94.2,0,0.1996023634174344,3.1851200000000004,0.0,0,test,0.15154513724169538
89630.0,7.23,4.3,0,94.0,6,6512.0,0.107,-1.0,94.5,0,0.07265424523039161,0.77361,0.0,0,train,0.03580082305588477
54308.0,14.25,0.0,5,41.0,11,11868.0,0.195,36.0,76.3,0,0.21853133976578037,2.77875,0.12195121951219512,0,train,0.5682387705794196
117465.0,5.79,5.2,0,249.0,8,12376.0,0.057,-1.0,85.9,0,0.105359043119227,0.33003,0.0,0,train,0.014540645597871967
52181.0,13.14,1.7,3,140.0,10,6940.0,0.247,3.0,64.2,0,0.132998601023361,3.24558,0.02142857142857143,0,train,0.45927920080908224
71360.0,14.17,0.9,2,40.0,10,4467.0,0.236,1.0,81.1,0,0.06259809417040359,3.3441199999999998,0.05,0,train,0.33906845798598473
80822.0,7.48,3.3,0,165.0,11,12137.0,0.133,1.0,91.4,0,0.15016950830219494,0.9948400000000001,0.0,0,train,0.0417709079948695
43651.0,10.0,1.7,0,312.0,5,6537.0,0.111,-1.0,79.3,0,0.14975601933518132,1.11,0.0,0,test,0.06470395272805118
32664.0,14.36,5.1,1,66.0,11,18516.0,0.153,-1.0,75.4,0,0.5668626010286554,2.1970799999999997,0.015151515151515152,1,train,0.31675419743558997
72150.0,12.37,6.5,1,194.0,4,11813.0,0.13,64.0,91.3,0,0.16372834372834372,1.6080999999999999,0.005154639175257732,0,train,0.06079143707738375
72285.0,8.72,12.8,0,314.0,8,12076.0,0.262,-1.0,93.4,0,0.16706093933734523,2.2846400000000004,0.0,0,train,0.014461660748571558
37197.0,12.87,7.3,0,256.0,7,8634.0,0.192,-1.0,72.5,0,0.23211549318493427,2.47104,0.0,0,train,0.06390103820468183
68613.0,6.92,2.1,0,113.0,9,6712.0,0.123,-1.0,92.1,0,0.09782402751665137,0.85116,0.0,0,train,0.05009014851851151
29787.0,11.65,2.3,0,58.0,13,8373.0,0.218,-1.0,60.8,0,0.28109578003827174,2.5397000000000003,0.0,1,train,0.4975164625072285
105361.0,12.42,0.0,0,84.0,2,13477.0,0.121,5.0,92.0,1,0.12791260523343553,1.50282,0.0,1,train,0.19514023207914746
26038.0,10.11,0.9,0,131.0,11,7190.0,0.206,-1.0,54.2,0,0.2761348797910746,2.0826599999999997,0.0,0,train,0.20875225459417848
86683.0,12.25,7.6,0,197.0,6,8828.0,0.116,-1.0,94.7,0,0.10184234509650104,1.421,0.0,0,train,0.026525689384680372
18452.0,17.52,1.2,0,114.0,7,10108.0,0.376,-1.0,96.4,0,0.5477996965098634,6.58752,0.0,0,train,0.33202828909200827
56073.0,11.81,6.4,0,278.0,9,6924.0,0.147,-1.0,91.0,0,0.1234818896795249,1.73607,0.0,0,train,0.03296501213639663
225713.0,5.97,8.9,0,161.0,6,25985.0,0.111,-1.0,87.2,0,0.11512407349155786,0.66267,0.0,0,train,0.015414078948058076
56951.0,11.57,6.2,1,213.0,15,8571.0,0.072,1.0,84.1,0,0.15049779635124932,0.83304,0.004694835680751174,0,test,0.12507591942491555
34130.0,16.31,0.0,1,122.0,10,12053.0,0.338,41.0,91.2,0,0.35314972165250513,5.51278,0.00819672131147541,0,test,0.3937854726515347
46624.0,8.25,7.3,0,146.0,12,9302.0,0.207,-1.0,61.6,0,0.19951098146877144,1.7077499999999999,0.0,0,train,0.07189254575830195
146310.0,10.3,11.3,1,42.0,6,10921.0,0.154,74.0,86.5,0,0.0746428815528672,1.5862,0.023809523809523808,0,train,0.07665226479192905
40625.0,15.09,7.9,3,258.0,15,12288.0,0.301,1.0,56.4,0,0.30247384615384615,4.54209,0.011627906976744186,1,train,0.342653376109708
23991.0,10.86,6.5,1,104.0,6,10322.0,0.197,52.0,80.2,0,0.4302446750864908,2.13942,0.009615384615384616,0,train,0.2558143871408533
83853.0,10.86,6.4,1,215.0,13,8138.0,0.1,-1.0,71.4,0,0.0970507912656673,1.086,0.004651162790697674,0,test,0.09767893935678239
34309.0,13.36,11.2,0,175.0,3,4848.0,0.516,53.0,88.1,0,0.14130403101227082,6.89376,0.0,1,test,0.13251471501436288
124070.0,8.66,2.7,0,70.0,0,9023.0,0.147,5.0,68.4,1,0.07272507455468687,1.27302,0.0,1,train,0.12731765212169577
111281.0,10.57,3.3,0,153.0,10,9431.0,0.209,-1.0,95.3,0,0.08474941813966445,2.20913,0.0,0,train,0.03024312403404206
36775.0,15.2,8.4,0,252.0,10,10889.0,0.414,-1.0,79.0,0,0.2960978925900748,6.2928,0.0,0,train,0.08465655767257603
65634.0,12.83,7.3,2,173.0,10,8127.0,0.337,1.0,86.3,0,0.12382301855745498,4.32371,0.011560693641618497,0,train,0.10488312060145127
89990.0,12.22,4.1,0,231.0,10,13216.0,0.175,-1.0,65.1,0,0.146860762306923,2.1385,0.0,0,train,0.03743102121722981
27712.0,13.65,7.0,0,128.0,7,4941.0,0.233,-1.0,89.7,0,0.1782982101616628,3.1804500000000004,0.0,0,test,0.11675421518424738
24149.0,9.53,8.9,0,178.0,10,7807.0,0.145,-1.0,77.8,0,0.32328460805830467,1.3818499999999998,0.0,0,train,0.11684388582191911
51414.0,16.76,13.1,5,52.0,10,9028.0,0.217,52.0,66.0,0,0.1755941961333489,3.6369200000000004,0.09615384615384616,0,train,0.4002450909328511
74832.0,10.3,0.0,0,186.0,8,13942.0,0.141,-1.0,88.5,0,0.18631066923241393,1.4523,0.0,0,test,0.04708404329236896
50149.0,5.0,15.2,0,226.0,11,11746.0,0.176,-1.0,97.4,0,0.23422201838521206,0.8799999999999999,0.0,0,train,0.030075848610860795
111924.0,11.84,11.1,4,202.0,8,10155.0,0.247,1.0,57.5,0,0.0907312104642436,2.92448,0.019801980198019802,0,train,0.07098171744292774
79094.0,14.26,5.3,3,161.0,5,16770.0,0.233,1.0,83.4,0,0.21202619667737124,3.3225800000000003,0.018633540372670808,0,train,0.1163361143854548
64509.0,6.19,4.7,0,219.0,11,11974.0,0.08,-1.0,83.3,0,0.1856175107349362,0.49520000000000003,0.0,0,train,0.037322133523587216
31000.0,23.15,6.9,2,44.0,11,10151.0,0.332,37.0,78.5,0,0.32745161290322583,7.6857999999999995,0.045454545454545456,0,train,0.6521274910055151
19113.0,12.01,4.9,0,211.0,13,6417.0,0.2,-1.0,94.4,0,0.33574007220216606,2.402,0.0,0,train,0.33169483031329733
24872.0,13.79,2.9,0,281.0,10,7199.0,0.194,-1.0,94.8,0,0.28944194274686397,2.6752599999999997,0.0,0,test,0.09942650999535785
18421.0,18.49,4.7,2,226.0,7,8036.0,0.324,2.0,81.0,0,0.43624124640356116,5.99076,0.008849557522123894,1,test,0.4614484613680478
17744.0,12.76,9.3,0,290.0,9,14392.0,0.15,1.0,79.5,0,0.8110910730387737,1.914,0.0,0,train,0.09400403615721371
57517.0,16.03,10.8,3,249.0,3,17201.0,0.196,1.0,79.0,0,0.29905940852269763,3.1418800000000005,0.012048192771084338,0,train,0.19074187009392427
61300.0,11.04,10.5,0,246.0,12,6451.0,0.15,-1.0,91.3,0,0.10523654159869494,1.656,0.0,0,train,0.03626632502747582
45517.0,12.52,2.7,0,110.0,7,11217.0,0.326,-1.0,77.5,0,0.24643539776347298,4.08152,0.0,0,test,0.1084356373648084
56354.0,13.95,3.1,2,273.0,0,17137.0,0.196,10.0,91.2,0,0.3040955389147177,2.7342,0.007326007326007326,0,train,0.20545666462545892
101436.0,9.1,10.0,0,283.0,9,10837.0,0.148,-1.0,86.0,0,0.10683583737529083,1.3467999999999998,0.0,0,train,0.01462676941851894
33219.0,12.33,3.5,0,36.0,7,4582.0,0.323,-1.0,87.3,0,0.13793311056925253,3.98259,0.0,1,train,0.15882201371619206
55610.0,10.71,10.1,0,167.0,12,4272.0,0.103,-1.0,70.0,0,0.07682071569861536,1.10313,0.0,0,test,0.05458600728964321
60508.0,11.39,16.6,0,217.0,9,14038.0,0.31,-1.0,78.4,0,0.23200237985059827,3.5309000000000004,0.0,0,test,0.03668712545324615
49416.0,12.11,5.3,0,121.0,4,10764.0,0.183,-1.0,97.5,0,0.21782418649830015,2.2161299999999997,0.0,0,train,0.11709195134630229
111771.0,11.42,5.0,0,146.0,10,19255.0,0.158,-1.0,96.1,0,0.172271877320593,1.80436,0.0,0,train,0.03054061779588702
99081.0,12.34,8.3,0,317.0,0,14632.0,0.415,-1.0,80.8,0,0.14767715303640455,5.121099999999999,0.0,0,train,0.044915521461283414
44410.0,16.98,3.1,1,181.0,9,3798.0,0.312,9.0,63.0,0,0.0855212789912182,5.29776,0.0055248618784530384,1,train,0.17569228120329125
48409.0,15.55,0.2,3,67.0,11,5471.0,0.154,1.0,69.6,0,0.1130161746782623,2.3947000000000003,0.04477611940298507,1,train,0.5409241535802498
47289.0,14.47,4.7,2,209.0,6,14419.0,0.282,6.0,43.4,0,0.30491234748038654,4.08054,0.009569377990430622,0,train,0.2808039125159927
32822.0,11.27,2.1,1,81.0,9,12425.0,0.319,30.0,68.1,0,0.37855706538297484,3.5951299999999997,0.012345679012345678,1,test,0.3450961379493954
32251.0,9.25,2.6,0,213.0,5,5995.0,0.241,-1.0,65.3,0,0.1858857089702645,2.22925,0.0,0,train,0.09573207715368987
52489.5,14.56,4.6,0,77.0,10,15511.0,0.236,-1.0,77.1,0,0.2955067203916974,3.43616,0.0,1,train,0.16071140248389867
77013.0,16.91,11.3,0,124.0,8,8620.0,0.323,-1.0,85.0,0,0.11192915481801774,5.461930000000001,0.0,0,test,0.06748888499274396
69618.0,9.24,6.0,0,223.0,7,10557.0,0.144,-1.0,79.1,0,0.1516418167715246,1.33056,0.0,0,test,0.02688684132154353
19093.0,18.64,7.1,6,190.0,12,10447.0,0.104,33.0,64.3,0,0.5471638820510134,1.93856,0.031578947368421054,1,train,0.5819989002811283
70296.0,13.03,6.6,4,226.0,0,14399.0,0.225,8.0,82.0,0,0.20483384545351088,2.93175,0.017699115044247787,0,train,0.1956188491391186
39145.0,12.82,2.5,0,211.0,7,11085.0,0.223,-1.0,80.9,0,0.2831779282156086,2.85886,0.0,1,train,0.08790198073469593
35108.0,15.51,7.5,1,163.0,11,31017.0,0.246,68.0,94.3,0,0.8834738521134784,3.81546,0.006134969325153374,0,train,0.124372946098753
42521.0,16.12,4.2,3,83.0,0,9380.0,0.159,1.0,81.3,0,0.2205968815408857,2.5630800000000002,0.03614457831325301,1,train,0.45498973683191973
52489.5,10.28,6.1,0,155.0,14,14190.0,0.158,-1.0,95.4,0,0.2703397822421627,1.62424,0.0,0,train,0.14175745604458895
80645.0,9.03,4.6,1,189.0,11,11659.0,0.164,1.0,84.2,0,0.14457188914377828,1.48092,0.005291005291005291,1,train,0.041106779656744
38536.0,21.5,6.0,3,253.0,6,17168.0,0.307,1.0,53.3,0,0.4455055013493876,6.6005,0.011857707509881422,0,train,0.2494590859058386
35470.0,14.48,1.8,0,161.0,8,7203.0,0.296,-1.0,99.2,0,0.20307301945305892,4.28608,0.0,0,train,0.11906686945520525
72781.0,9.94,4.4,1,177.0,3,15492.0,0.222,1.0,83.6,0,0.21285775133620038,2.20668,0.005649717514124294,1,train,0.05728965383621176
62523.0,11.85,1.2,1,55.0,11,11384.0,0.281,1.0,72.6,0,0.18207699566559507,3.3298500000000004,0.01818181818181818,0,train,0.25887461350278773
52489.5,18.39,8.5,1,253.0,5,25178.0,0.288,26.0,74.6,0,0.4796768877585041,5.29632,0.003952569169960474,1,train,0.1350058451831561
96273.0,15.54,2.3,1,99.0,3,20752.0,0.313,10.0,77.4,0,0.21555368587246684,4.86402,0.010101010101010102,0,test,0.282666955423113
95643.0,8.82,7.4,2,199.0,10,9533.0,0.235,18.0,72.1,0,0.09967274134019218,2.0726999999999998,0.010050251256281407,0,train,0.07307966377775961
52489.5,12.6,0.0,0,19.0,9,5273.0,0.256,1.0,82.2,0,0.10045818687547033,3.2256,0.0,1,train,0.21871697901384624
42835.0,13.38,7.6,1,118.0,7,7253.0,0.245,6.0,70.8,0,0.1693241508112525,3.2781000000000002,0.00847457627118644,0,test,0.18600871025103102
49864.0,13.74,6.3,0,324.0,2,17664.0,0.295,-1.0,50.3,0,0.35424354243542433,4.0533,0.0,0,train,0.11713252156392
24933.0,16.63,7.9,5,216.0,11,3568.0,0.245,13.0,53.0,0,0.14310351742670357,4.07435,0.023148148148148147,0,train,0.5191361101780829
52489.5,13.58,0.0,3,77.0,7,11014.0,0.284,2.0,71.0,0,0.209832442679012,3.8567199999999997,0.03896103896103896,1,train,0.559246879422599
10963.0,13.63,3.8,1,303.0,13,13175.0,0.189,9.0,76.8,0,1.2017695886162547,2.57607,0.0033003300330033004,1,train,0.44782728659813525
62443.0,10.6,4.8,0,275.0,7,10219.0,0.138,-1.0,98.5,0,0.16365325176561024,1.4628,0.0,0,train,0.023461228922920477
16775.0,18.73,15.6,4,170.0,5,11284.0,0.186,23.0,81.9,0,0.6726676602086438,3.48378,0.023529411764705882,0,test,0.5080271523618546
27155.0,13.5,3.3,1,250.0,10,12367.0,0.179,8.0,86.7,0,0.45542257411158166,2.4165,0.004,0,test,0.19161629156172258
66406.0,13.85,7.8,2,272.0,14,6636.0,0.095,1.0,67.4,0,0.09993072915098034,1.31575,0.007352941176470588,0,train,0.18668091595635442
31831.0,19.45,12.0,4,357.0,12,6551.0,0.342,1.0,81.1,0,0.20580566114793755,6.6519,0.011204481792717087,1,train,0.21887653504247
750000.0,13.87,2.4,2,71.0,14,9942.0,0.162,1.0,79.7,1,0.013256,2.24694,0.028169014084507043,1,train,0.3719855734744638
40085.0,14.15,5.9,3,117.0,9,8992.0,0.194,1.0,83.4,0,0.22432331295996008,2.7451000000000003,0.02564102564102564,1,test,0.23739791668700103
77837.0,15.03,5.1,0,225.0,10,12016.0,0.278,-1.0,89.1,0,0.1543738838855557,4.17834,0.0,0,test,0.04856286323805573
69630.0,7.84,10.0,0,241.0,10,10449.0,0.087,14.0,61.4,0,0.15006462731581216,0.6820799999999999,0.0,0,train,0.03683693001838629
107600.0,8.31,9.2,0,257.0,6,11314.0,0.088,-1.0,98.9,0,0.10514869888475836,0.73128,0.0,0,train,0.012858610390017402
70745.0,12.65,9.1,1,220.0,8,14458.0,0.146,3.0,93.3,0,0.20436779984451198,1.8469,0.004545454545454545,0,train,0.04561491770843377
86470.0,12.25,2.0,2,219.0,2,14559.0,0.154,3.0,81.9,0,0.16837053313287845,1.8865,0.0091324200913242,0,test,0.22053646870565577
20687.0,14.65,6.7,0,81.0,9,4882.0,0.358,82.0,97.9,0,0.23599361918112824,5.2447,0.0,0,train,0.26593707706865305
41227.0,10.68,9.3,1,272.0,5,19837.0,0.297,40.0,89.8,0,0.4811652557789798,3.17196,0.003676470588235294,0,train,0.05662913873777431
45167.0,11.72,8.7,0,151.0,9,8857.0,0.242,-1.0,90.9,0,0.19609449376757368,2.83624,0.0,0,train,0.057592201946999606
96888.0,11.09,4.2,1,181.0,7,13775.0,0.198,-1.0,59.7,0,0.1421744694905458,2.19582,0.0055248618784530384,0,train,0.033308183771908514
36157.0,10.11,2.2,1,145.0,12,8273.0,0.282,38.0,65.3,0,0.22880769975385126,2.8510199999999997,0.006896551724137931,1,test,0.2692270567665124
52489.5,10.3,9.7,2,280.0,8,16079.0,0.063,20.0,77.1,0,0.3063279322531173,0.6489,0.007142857142857143,0,train,0.08476473063582235
39052.0,12.18,9.5,0,159.0,9,8106.0,0.232,-1.0,49.4,0,0.2075693946532828,2.8257600000000003,0.0,0,train,0.07713886920265794
27918.0,10.82,12.2,0,198.0,9,8682.0,0.198,-1.0,44.3,0,0.31098216204599183,2.14236,0.0,0,train,0.07059593192825538
89644.0,12.11,7.2,0,164.0,13,7088.0,0.304,-1.0,80.7,0,0.07906831466690464,3.68144,0.0,0,train,0.10680653184702744
58891.0,15.85,2.9,2,149.0,12,10529.0,0.27,16.0,82.2,0,0.17878793024401013,4.2795000000000005,0.013422818791946308,0,train,0.28622572250513173
26919.0,12.6,2.0,1,275.0,9,5579.0,0.217,3.0,90.6,0,0.20725138378097255,2.7342,0.0036363636363636364,0,test,0.17896108234074157
45483.0,11.01,10.8,0,283.0,8,15466.0,0.334,-1.0,80.2,0,0.34003913550117626,3.67734,0.0,0,train,0.037310339359686806
66563.0,12.08,16.9,0,266.0,5,11558.0,0.16,70.0,75.2,0,0.1736400102158857,1.9328,0.0,0,train,0.035208615871656156
280639.0,5.8,10.4,0,351.0,9,9445.0,0.05,-1.0,84.5,0,0.03365533657118219,0.29,0.0,0,train,0.010620255594229066
29284.0,13.77,11.6,2,188.0,2,6508.0,0.198,18.0,35.5,0,0.22223739926239586,2.72646,0.010638297872340425,1,train,0.33966896850557016
106196.0,14.41,3.1,2,350.0,11,22982.0,0.227,82.0,85.9,0,0.21641116426230744,3.27107,0.005714285714285714,0,test,0.06221632541843736
47830.0,13.22,5.2,0,182.0,4,10188.0,0.313,-1.0,87.7,0,0.21300439054986411,4.13786,0.0,0,test,0.11410638781102386
39711.0,15.96,2.0,3,60.0,12,9999.0,0.209,1.0,85.5,0,0.25179421319029993,3.33564,0.05,1,train,0.5610774255358649
35734.0,13.6,0.0,1,135.0,10,10912.0,0.104,6.0,95.7,0,0.30536743717467957,1.4143999999999999,0.007407407407407408,1,test,0.26762634631086646
118947.0,8.47,7.9,0,245.0,8,9532.0,0.122,10.0,86.8,0,0.08013653139633618,1.0333400000000001,0.0,0,train,0.020795140070338343
44510.0,14.97,0.7,2,127.0,3,10776.0,0.393,76.0,75.8,0,0.24210289822511796,5.88321,0.015748031496062992,1,train,0.45670191755983647
146329.0,7.35,5.3,0,201.0,10,14334.0,0.107,-1.0,91.6,0,0.09795734270035332,0.78645,0.0,0,train,0.016787936346558893
95003.0,12.85,0.6,2,105.0,10,12885.0,0.166,5.0,85.8,0,0.13562729598012693,2.1331,0.01904761904761905,1,train,0.23618522960103663
62414.0,9.53,9.2,0,292.0,2,14512.0,0.225,-1.0,98.5,0,0.23251193642452014,2.14425,0.0,1,train,0.034527291071459715
84097.0,11.59,14.0,0,322.0,8,10188.0,0.341,-1.0,64.0,0,0.1211458197081941,3.9521900000000003,0.0,1,test,0.02363887676918279
27202.0,13.0,2.7,0,58.0,10,5681.0,0.167,7.0,98.1,0,0.20884493787221528,2.1710000000000003,0.0,1,train,0.32058780389689695
35112.0,10.52,7.1,1,61.0,10,5455.0,0.161,1.0,88.1,0,0.15535999088630667,1.69372,0.01639344262295082,0,train,0.19474823920952344
39831.0,12.15,0.7,2,114.0,5,9674.0,0.14,8.0,86.2,0,0.24287615174110616,1.7010000000000003,0.017543859649122806,0,train,0.3149739619471991
